test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
YBL029W	YBL029W	YBL029W	chrII:166136-167267	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL030C	YBL030C	PET9	chrII:163043-164000	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL031W	YBL031W	SHE1	chrII:161701-162718	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL032W	YBL032W	HEK2	chrII:160186-161332	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL033C	YBL033C	RIB1	chrII:158658-159696	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL034C	YBL034C	STU1	chrII:153850-158392	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL035C	YBL035C	POL12	chrII:151495-153613	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL036C	YBL036C	YBL036C	chrII:150449-151223	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL037W	YBL037W	APL3	chrII:147211-150289	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL038W	YBL038W	MRPL16	chrII:146189-146888	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL039C	YBL039C	URA7	chrII:143991-145731	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL039C-A	YBL039C-A	YBL039C-A	chrII:143991-145731	Batch	Chem	LOWDATA	0	0	0	0	1	1	no
YBL039W-B	YBL039W-B	YBL039W-B	chrII:143395-143575	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL040C	YBL040C	ERD2	chrII:142114-142871	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL041W	YBL041W	PRE7	chrII:141249-141975	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL042C	YBL042C	FUI1	chrII:138343-140263	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL043W	YBL043W	ECM13	chrII:136690-137464	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL044W	YBL044W	YBL044W	chrII:136000-136369	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL045C	YBL045C	COR1	chrII:134145-135519	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL046W	YBL046W	PSY4	chrII:132426-133752	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL047C	YBL047C	EDE1	chrII:127897-132043	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL048W	YBL048W	RRT1	chrII:127301-127613	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL049W	YBL049W	MOH1	chrII:126830-127247	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL050W	YBL050W	SEC17	chrII:125127-126122	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL051C	YBL051C	PIN4	chrII:122755-124762	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL052C	YBL052C	SAS3	chrII:119337-121877	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL053W	YBL053W	YBL053W	chrII:119337-121877	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL054W	YBL054W	TOD6	chrII:117591-119169	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL055C	YBL055C	YBL055C	chrII:115575-116832	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL056W	YBL056W	PTC3	chrII:113764-115171	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL057C	YBL057C	PTH2	chrII:112802-113447	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL058W	YBL058W	SHP1	chrII:111438-112710	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL059C-A	YBL059C-A	CMC2	chrII:110126-110541	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL059W	YBL059W	YBL059W	chrII:110595-111246	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL060W	YBL060W	YEL1	chrII:107933-109997	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL061C	YBL061C	SKT5	chrII:105309-107408	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL062W	YBL062W	YBL062W	chrII:105309-107408	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL063W	YBL063W	KIP1	chrII:101887-105223	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL064C	YBL064C	PRX1	chrII:100372-101158	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL065W	YBL065W	YBL065W	chrII:96670-100309	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL066C	YBL066C	SEF1	chrII:96670-100309	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL067C	YBL067C	UBP13	chrII:93640-95884	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL068W	YBL068W	PRS4	chrII:92411-93395	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL068W-A	YBL068W-A	YBL068W-A	chrII:90602-92028	Batch	Chem	LOWDATA	0	0	0	0	1	1	no
YBL069W	YBL069W	AST1	chrII:90602-92028	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL070C	YBL070C	YBL070C	chrII:90602-92028	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL071C	YBL071C	YBL071C	chrII:89975-90529	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL071C-B	YBL071C-B	YBL071C-B	chrII:89455-89554	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL071W-A	YBL071W-A	KTI11	chrII:89975-90529	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL072C	YBL072C	RPS8A	chrII:88520-89123	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL073W	YBL073W	YBL073W	chrII:86719-87955	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL074C	YBL074C	AAR2	chrII:86719-87955	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL075C	YBL075C	SSA3	chrII:84496-86446	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL076C	YBL076C	ILS1	chrII:80894-84259	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL077W	YBL077W	YBL077W	chrII:80894-84259	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL078C	YBL078C	ATG8	chrII:80374-80728	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL079W	YBL079W	NUP170	chrII:75255-79764	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL080C	YBL080C	PET112	chrII:73066-74692	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL081W	YBL081W	YBL081W	chrII:71862-72969	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL082C	YBL082C	ALG3	chrII:69709-71124	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL083C	YBL083C	YBL083C	chrII:69709-71124	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL084C	YBL084C	CDC27	chrII:67165-69442	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL085W	YBL085W	BOI1	chrII:63872-66815	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL086C	YBL086C	YBL086C	chrII:61198-62599	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL087C	YBL087C	RPL23A	chrII:59817-60735	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL088C	YBL088C	TEL1	chrII:51015-59379	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL089W	YBL089W	AVT5	chrII:49570-50950	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL090W	YBL090W	MRP21	chrII:48821-49355	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL091C	YBL091C	MAP2	chrII:47359-48625	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL091C-A	YBL091C-A	SCS22	chrII:46561-47177	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL092W	YBL092W	RPL32	chrII:45974-46367	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL093C	YBL093C	ROX3	chrII:44252-44915	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL094C	YBL094C	YBL094C	chrII:43170-44094	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL095W	YBL095W	YBL095W	chrII:43170-44094	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL096C	YBL096C	YBL096C	chrII:43170-44094	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL097W	YBL097W	BRN1	chrII:40827-43092	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL098W	YBL098W	BNA4	chrII:39141-40524	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL099W	YBL099W	ATP1	chrII:36985-38687	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL100C	YBL100C	YBL100C	chrII:36985-38687	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL100W-A	YBL100W-A	YBL100W-A	chrII:29931-35245	Batch	Chem	LOWDATA	0	0	0	0	1	1	no
YBL100W-B	YBL100W-B	YBL100W-B	chrII:29931-35245	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL100W-C	YBL100W-C	YBL100W-C	chrII:28426-28546	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL101C	YBL101C	ECM21	chrII:24945-28299	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL102W	YBL102W	SFT2	chrII:24097-24745	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL103C	YBL103C	RTG3	chrII:22074-23535	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL104C	YBL104C	YBL104C	chrII:18176-21293	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL105C	YBL105C	PKC1	chrII:14240-17696	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL106C	YBL106C	SRO77	chrII:10846-13879	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL107C	YBL107C	YBL107C	chrII:9960-10551	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL107W-A	YBL107W-A	YBL107W-A	chrII:9267-9372	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL108C-A	YBL108C-A	PAU9	chrII:7604-7733	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL108W	YBL108W	YBL108W	chrII:8176-8482	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL109W	YBL109W	YBL109W	chrII:5789-6125	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL111C	YBL111C	YBL111C	chrII:2906-5009	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL112C	YBL112C	YBL112C	chrII:279-2899	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL113C	YBL113C	YBL113C	chrII:279-2899	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBL113W-A	YBL113W-A	YBL113W-A	chrII:279-2899	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR001C	YBR001C	NTH2	chrII:238942-241285	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR002C	YBR002C	RER2	chrII:241709-242570	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR003W	YBR003W	COQ1	chrII:242810-244232	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR004C	YBR004C	GPI18	chrII:244367-245669	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR005W	YBR005W	RCR1	chrII:245907-246549	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR006W	YBR006W	UGA2	chrII:247011-248505	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR007C	YBR007C	DSF2	chrII:248806-251017	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR008C	YBR008C	FLR1	chrII:252563-254210	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR009C	YBR009C	HHF1	chrII:255370-255682	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR010W	YBR010W	HHT1	chrII:256328-256739	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR011C	YBR011C	IPP1	chrII:257109-257973	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR012C	YBR012C	YBR012C	chrII:259144-259564	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR012W-A	YBR012W-A	YBR012W-A	chrII:259866-265138	Batch	Chem	LOWDATA	0	0	0	0	1	1	no
YBR012W-B	YBR012W-B	YBR012W-B	chrII:259866-265138	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR013C	YBR013C	YBR013C	chrII:265489-265879	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR014C	YBR014C	GRX7	chrII:266724-267336	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR015C	YBR015C	MNN2	chrII:267709-269503	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR016W	YBR016W	YBR016W	chrII:270246-270633	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR017C	YBR017C	KAP104	chrII:270946-273703	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR018C	YBR018C	GAL7	chrII:274426-275527	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR019C	YBR019C	GAL10	chrII:276252-278352	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR020W	YBR020W	GAL1	chrII:279020-280607	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR021W	YBR021W	FUR4	chrII:281442-283344	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR022W	YBR022W	POA1	chrII:283737-284271	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR023C	YBR023C	CHS3	chrII:284427-287925	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR024W	YBR024W	SCO2	chrII:289444-290350	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR025C	YBR025C	OLA1	chrII:290680-291865	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR026C	YBR026C	ETR1	chrII:292876-294019	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR027C	YBR027C	YBR027C	chrII:294023-294356	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR028C	YBR028C	YBR028C	chrII:294424-296002	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR029C	YBR029C	CDS1	chrII:296368-297742	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR030W	YBR030W	RKM3	chrII:298291-299950	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR031W	YBR031W	RPL4A	chrII:300165-301254	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR032W	YBR032W	YBR032W	chrII:301518-301821	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR033W	YBR033W	EDS1	chrII:301943-304703	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR034C	YBR034C	HMT1	chrII:304929-305976	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR035C	YBR035C	PDX3	chrII:306268-306955	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR036C	YBR036C	CSG2	chrII:309080-310313	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR037C	YBR037C	SCO1	chrII:310563-311451	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR038W	YBR038W	CHS2	chrII:311896-314788	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR039W	YBR039W	ATP3	chrII:315574-316510	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR040W	YBR040W	FIG1	chrII:316967-317864	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR041W	YBR041W	FAT1	chrII:318265-320275	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR042C	YBR042C	CST26	chrII:320415-321609	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR043C	YBR043C	QDR3	chrII:321875-323945	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR044C	YBR044C	TCM62	chrII:324336-326058	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR045C	YBR045C	GIP1	chrII:328368-330090	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR046C	YBR046C	ZTA1	chrII:330504-331509	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR047W	YBR047W	FMP23	chrII:331830-332358	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR048W	YBR048W	RPS11B	chrII:332828-333810	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR049C	YBR049C	REB1	chrII:334383-336816	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR050C	YBR050C	REG2	chrII:337180-338336	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR051W	YBR051W	YBR051W	chrII:337180-338336	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR052C	YBR052C	RFS1	chrII:338717-339350	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR053C	YBR053C	YBR053C	chrII:339672-340749	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR054W	YBR054W	YRO2	chrII:343098-344133	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR055C	YBR055C	PRP6	chrII:344599-347299	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR056C-B	YBR056C-B	YBR056C-B	chrII:351252-351453	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR056W	YBR056W	YBR056W	chrII:347876-349382	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR056W-A	YBR056W-A	YBR056W-A	chrII:351252-351453	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR057C	YBR057C	MUM2	chrII:352190-353291	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR058C	YBR058C	UBP14	chrII:353669-356015	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR058C-A	YBR058C-A	TSC3	chrII:356321-356564	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR059C	YBR059C	AKL1	chrII:356858-360185	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR060C	YBR060C	ORC2	chrII:360649-362512	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR061C	YBR061C	TRM7	chrII:364784-365717	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR062C	YBR062C	YBR062C	chrII:365973-366598	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR063C	YBR063C	YBR063C	chrII:366967-368189	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR064W	YBR064W	YBR064W	chrII:366967-368189	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR065C	YBR065C	ECM2	chrII:368581-369676	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR066C	YBR066C	NRG2	chrII:370034-370697	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR067C	YBR067C	TIP1	chrII:372099-372732	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR068C	YBR068C	BAP2	chrII:373857-375687	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR069C	YBR069C	TAT1	chrII:376570-378430	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR070C	YBR070C	ALG14	chrII:379217-379931	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR071W	YBR071W	YBR071W	chrII:380407-381043	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR072C-A	YBR072C-A	YBR072C-A	chrII:382854-383016	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR072W	YBR072W	HSP26	chrII:382026-382671	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR073W	YBR073W	RDH54	chrII:383106-385983	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR074W	YBR074W	YBR074W	chrII:386280-389211	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR076C-A	YBR076C-A	YBR076C-A	chrII:390368-391611	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR076W	YBR076W	ECM8	chrII:390368-391611	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR077C	YBR077C	SLM4	chrII:391798-392287	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR078W	YBR078W	ECM33	chrII:393117-394854	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR079C	YBR079C	RPG1	chrII:395376-398271	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR080C	YBR080C	SEC18	chrII:398607-400884	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR081C	YBR081C	SPT7	chrII:401246-405245	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR082C	YBR082C	UBC4	chrII:406621-407163	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR083W	YBR083W	TEC1	chrII:409162-410623	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR084C-A	YBR084C-A	RPL19A	chrII:414179-415255	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR084W	YBR084W	MIS1	chrII:411047-413975	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR085C-A	YBR085C-A	YBR085C-A	chrII:418900-419158	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR085W	YBR085W	AAC3	chrII:415976-416900	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR086C	YBR086C	IST2	chrII:420194-423035	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR087W	YBR087W	RFC5	chrII:423758-424823	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR088C	YBR088C	POL30	chrII:424983-425776	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR089C-A	YBR089C-A	NHP6B	chrII:426183-427052	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR089W	YBR089W	YBR089W	chrII:424983-425776	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR090C	YBR090C	YBR090C	chrII:426183-427052	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR091C	YBR091C	TIM12	chrII:427148-427478	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR092C	YBR092C	PHO3	chrII:427691-429095	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR093C	YBR093C	PHO5	chrII:429541-430945	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR094W	YBR094W	PBY1	chrII:432029-434291	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR095C	YBR095C	RXT2	chrII:434399-435692	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR096W	YBR096W	YBR096W	chrII:436014-436707	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR097W	YBR097W	VPS15	chrII:436944-441309	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR098W	YBR098W	MMS4	chrII:441508-443584	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR099C	YBR099C	YBR099C	chrII:441508-443584	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR101C	YBR101C	FES1	chrII:443814-444687	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR102C	YBR102C	EXO84	chrII:445055-447317	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR103C-A	YBR103C-A	YBR103C-A	chrII:449313-449457	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR103W	YBR103W	SIF2	chrII:447702-449310	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR104W	YBR104W	YMC2	chrII:449660-450650	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR105C	YBR105C	VID24	chrII:450874-451963	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR106W	YBR106W	PHO88	chrII:452651-453218	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR107C	YBR107C	IML3	chrII:453786-454524	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR108W	YBR108W	AIM3	chrII:454815-457659	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR109C	YBR109C	CMD1	chrII:457912-458356	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR109W-A	YBR109W-A	YBR109W-A	chrII:458601-458826	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR110W	YBR110W	ALG1	chrII:458865-460215	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR111C	YBR111C	YSA1	chrII:461171-461867	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR111W-A	YBR111W-A	SUS1	chrII:462132-462573	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR112C	YBR112C	CYC8	chrII:462863-466042	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR113W	YBR113W	YBR113W	chrII:462863-466042	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR114W	YBR114W	RAD16	chrII:467241-469614	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR115C	YBR115C	LYS2	chrII:469741-473920	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR116C	YBR116C	YBR116C	chrII:474192-476431	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR117C	YBR117C	TKL2	chrII:474192-476431	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR118W	YBR118W	TEF2	chrII:477664-479041	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR119W	YBR119W	MUD1	chrII:479331-480317	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR120C	YBR120C	CBP6	chrII:480428-480917	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR121C	YBR121C	GRS1	chrII:481357-483361	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR121C-A	YBR121C-A	YBR121C-A	chrII:481357-483361	Batch	Chem	LOWDATA	0	0	0	0	1	1	no
YBR122C	YBR122C	MRPL36	chrII:483963-484497	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR123C	YBR123C	TFC1	chrII:484735-486860	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR124W	YBR124W	YBR124W	chrII:484735-486860	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR125C	YBR125C	PTC4	chrII:487192-488374	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR126C	YBR126C	TPS1	chrII:488898-490386	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR126W-A	YBR126W-A	YBR126W-A	chrII:490843-491064	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR126W-B	YBR126W-B	YBR126W-B	chrII:490843-491064	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR127C	YBR127C	VMA2	chrII:491262-492816	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR128C	YBR128C	ATG14	chrII:493074-494109	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR129C	YBR129C	OPY1	chrII:494346-495333	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR130C	YBR130C	SHE3	chrII:495585-496863	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR131C-A	YBR131C-A	YBR131C-A	chrII:497156-499271	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR131W	YBR131W	CCZ1	chrII:497156-499271	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR132C	YBR132C	AGP2	chrII:499645-501436	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR133C	YBR133C	HSL7	chrII:501797-504638	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR134W	YBR134W	YBR134W	chrII:501797-504638	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR135W	YBR135W	CKS1	chrII:504847-505300	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR136W	YBR136W	MEC1	chrII:505661-512768	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YBR137W	YBR137W	YBR137W	chrII:513037-513577	Batch	Chem	NOTEST	0	0	0	0	1	1	no
